row_Number,text,polarity
23323,"started bad, got worse, time girl attacked old lady end literally wanted take DVD person borrowed choke C**T death it. Avoid film, little bit good cinematography naked shots, would almost acceptable 14 seen Jenna Jameson naked million times. anyone feels need watch film, would strongly recommend spend time appropriately, example would say trying cram Lego house bum lube would good start. hear film original version, would much like view original, seems cut version devoid plot, apparently nudity, someone please tell get touch Christian Viel owes hour life back!",0
6055,"Bruce Almighty best Jim Carrey work since Truman Show, pleasant surprise recent ""Hey Hollywood - look good act!"" box office disappointments. It's great see Jim recognizing embracing strengths. won't get Academy Award film last longer many ""awarded films"" Academy. top form recent film - it's like return old friend.<br /><br />Carrey, Freeman, Aniston great job together - comfortable comedy roles, superb comic timing, obviously fun together without ""hey mom - look funny am"" type comedy. real surprise Steven Carrell Carrey's nemesis (Carrell Daily Show fame), walked away best funniest scenes film. laughed harder Carell anyone else past three years.<br /><br />I foresee religious nuts US up-in-arms treatment God, bottom line film true major theological beliefs - masses protoplasms trying get short lives exercising free will. Without Married Children complain about, likely become target people misplaced priorities (who know types - men adorned gold watches Sunday morning late nigh television, selling prayers God). And, again, 0.5% country care 80% media report it.<br /><br />The bottom line: purely entertaining film, audience member laughingly wondering would do, feel-good feeling movie conclusion. walk major street America confirm God tremendous sense humor. better comic genius remind us Jim Carry.<br /><br />Thanks again, Jim -- it's GREAT back!!",1
5545,"film opens Bill Coles (Melvyn Douglas) telling story best friend--make client--Jim Blandings (Cary Grant) family tightly packed small New York apartment, enough closet space way bathrooms. Jim's wife, Muriel (Myrna Loy), wants renovate apartment, advertising exec Jim falls love (or falls for!) ad house. he's purchased house, bills frustration pile incessantly everything go wrong building Jim's 'dream house' goes wrong.<br /><br />One three collaborations Grant Loy, charming little comedy--not taxing, real great message, great way spend hour two. laughs right start, alarm clock goes Jim tries shut off, thwarted every turn Muriel. timing delivery comedic lines situations given couple seasoned pros, that's Grant Loy give us: polished performances, simple chemistry, lot fun. Myrna Loy pretty thankless role (it's evident Grant's character Jim gets lion share lines acting, Grant, always, pulls remarkable aplomb), gives Muriel colour, life bite Myrna Loy give character. Melvyn Douglas plays wry amusement perfection well, never hitting single wrong note.<br /><br />One favourite scenes definitely got Bill gets locked 'store room', Jim goes 'save' him... get everyone trapped inside! Every little problem pops Blandings renovation project--including petty jealousy ad campaign 'Wham'--seems bring together everything *could* go wrong building new house makes believable enjoyable watch. 8/10",1
20314,"Cult Cobra available DVD pristine print full justice whatever merits movie. Unfortunately, saying much.<br /><br />It competent cast second-rankers acquit well could expected circumstances. efficiently directed, entirely sound stages standing sets studio backlot. looks OK, ponderously over-plotted scant 80 minutes still heavily padded.<br /><br />For example, double cobra attack first GIs surely one attack many.<br /><br />The business Julia choosing marry Pete rather Tom never amounts anything. Tom immediately falls love Lisa never reason jealous Julia (nor she).<br /><br />Julia's 'feminine intuition' introduced going lead important plot development, doesn't. Similarly, Pete's investigation cobra cults suspicion briefly falls Tom serve purpose fill screen time.<br /><br />These symptoms underlying problem. movie structured like mystery isn't. soon curse pronounced know exactly story heading, characters left painstakingly uncovering already know.<br /><br />The ending particularly lame. Julia menaced purely accident. Lisa reason want kill - happens wrong place wrong time. Tom turns nick time save her, even clear whether threatened all. simply disposes cobra way previous victims might done.<br /><br />It inconsequential little pipsqueak story found wondering earth pitched studio heads. occurred me. Someone said: ""Those Val Lewton movies successful RKO, don't make one like that?""<br /><br />Cult Cobra clearly modelled Cat People: mysterious, troubled, shape-shifting woman falls love hero, apparently frigid, kills people, arouses suspicions hero's woman friend dies end. 'modelled on' doesn't mean 'as good as' - wide margin. copies, doesn't understand copying.<br /><br />It obviously trying low-key, suggestive Lewton style, approach doesn't follow story. Lisa Irene. meant strange mysterious mystery her. get glimpse first attack Asia, immediately recognise turns New York. never doubt purpose. Neither ambiguity whether actually turns snake.<br /><br />Then again, nocturnal prowling get, one, two attempts 'buses'. Neither come off, director doesn't understand makes 'bus' work and, case, happen stalker, person stalked.<br /><br />These faint echoes Cat People give Cult Cobra whatever small distinction might have, draw attention yawning gulf original imitation.<br /><br />Plagiarism may sincerest form flattery, doubt Lewton Tourneur particularly flattered tepid little time-passer came out.",0
24822,"I'm huge Randolph Scott fan, film dud. whole thing canned, fake, soundstage feel it, truly awful rear-screen projection. good plot idea screenwriter successfully buried nitwit script, makes impossible audience become immersed action truly care characters. directing pedestrian, accentuates bad script instead helping improve it. I've seen plenty thoroughly enjoyable ""soundstage productions"" before, one them. make appreciate gritty Scott/Boetticher films more.<br /><br />Randolph Scott tanned, trim, shines million dollar smile throughout. He's always pleasure...even worst films. Aside Scott, main reason wanted see movie due much enjoyed Ms. Wymore Errol Flynn's movie, ""Rocky Mountian"". ""Man Behind Gun"", beautiful, tell she's good actress, forced say pretty dumb lines, blocking given director truly awful. I've seen Phil Carey ""Operation Pacific"", plays exact character here...an arrogant pain-in-the-butt want beat unconsciousness. guess proves he's good actor...he made hate him. lame attempts comic relief detract film, opinion. Although many elements knock, must say found truly enjoying two Spanish songs sung musical numbers...but that's go see Randolph Scott movies, right?<br /><br />There definitely worse Scott films there, one certainly isn't unbearable, also certainly couldn't deemed anything beyond mediocre.",0
18648,"""friend"", clearly taste class, suggested take look work Ron Atkins. representative oeuvre, never want see anything else him. amateurish, self-indulgent, criminally shoddy self-indulgent rubbish. ""whore mangler"" title angry low budget filmmaker murders bunch hookers. little nudity erections, single element could possibly save hangman's noose. lighting appalling, dialog puerile mostly shouted, direction clueless. saw doco American exploitation filmmakers recent Fangoria convention. Atkins one featured. spoke like something important work, viewing this, see nothing import whatsoever. style, either, horrible video effects (like solarization) enhance amateurishness. even bad it's fun. Avoid.",0
24212,"would love two hours life back. seemed several clips Steve's Animal Planet series spliced loosely constructed script. Don't Go, must see it, wait video ...",0
5723,"interesting entertainment, charm old movies. Tarzan faces greatest perils without hesitation moment requires it, enjoy success.The insteresting man without special powers facing problems beating human skills (he great swimmer great shout)",1
19307,"Basically little remake hilarious 1970's classic kitsch horror 'Death Line' ironically like cobblers, also partly filmed disused Aldwych underground station.<br /><br />Making good use disused Jubilee Line platforms Charing Cross well aforementioned Aldwych, film contains basically plot - dodgy murdering mad zombie tunnels preying lost passengers missed last train - originality film's strong point.<br /><br />Indeed strong points sadly lacking. gore ranges poor unnecessarily gory whilst sub-Gollum nutter never really fully explained seems little developed plot device.<br /><br />Franke Polente little thin script run lot tunnels scream every often, indeed like pretty much everyone else film, out-acted small dog pack tame rats.<br /><br />If creepy films set London Underground bag, want play 'spot tube location' pick DVD hits bargain bin. looking classic horror, go dig copy Death Line (aka Raw Meat).<br /><br />If looking quality well written acted film, need change trains.....",0
20516,"really can't say anything bad *or* good thing. characters likable enough, it's capably produced designed, professional-looking (except cheesy monster suit). However, originality, ideas, nothing haven't seen ALIEN, PREDATOR, ARMAGEDDON and/or OUTLAND. It's another formula, cookie-cutter, ""grimy corporate drones deep space versus unstoppable monster"" flick. Pretty much waste time.",0
5417,"EXTREMITIES disturbing, yet riveting screen version play William Mastriosimone (who adapted play screen) woman attacked car one night would-be rapist way home terrified realizes man got purse knows lives. roommates leave work next day, guy shows home attempts rape her. story takes surprising twist when, one point, woman turns tables man able overpower him; realizes way attempted rape proved man arrested, get off, decides keep prisoner house get confession him. Far-fetched? Maybe. Disturbing? Definitely, there's wonderfully claustrophobic feel film, especially middle woman attacker, can't help feel completely part what's going on. see play Broadway, would imagine piece like works better onstage, doesn't make film less riveting experience. Farrah Fawcett, one last actresses role Broadway, awarded role Marjorie film version delivers taut deeply moving performance victim refuses victim. Many critics found Fawcett's performance one-note, me, Marjorie woman completely numbed performance works me. James Russo, performance career, slimy menacing would-be rapist finds Marjorie much challenge assumed. Alfre Woodard Diana Scarwid co-star Marjorie's roommates, come home Marjorie overpowered guy tied stuffed fireplace upon arrival. it's arrival roommates take story unexpected level didn't see saw Marjorie go therefore, think call police let handle guy. faint heart, stand it, gripping film experience anchored lead performance surprise you.",1
5948,"grew watching, loving cartoon every year. didn't think would able take half hour (20 min!) cartoon make movie. it. FLYING COLOURS! Fabulous, funny, heart warming, effective movie!",1
22152,"rented I'm bit weary '80s NBC programming apparently saved lot money. nothing actors credit good job show flawed premise.<br /><br />We character unlikable. He's full flaws, enlightened, complete jerk good day. Yet reason anybody care isn't there. creating American sitcom centered around complete bullheaded jackass revolutionary full potential, isn't met within show. supporting characters aren't fully fleshed characters rather sad punching bags want empathy audience punching bags. sitcom, ones made normal audience relate to, negate lead character extent see Bittinger harming people stay because....why? reason. normal people would simply left abuse. Keeping without real reason--even really unbelievable one given Joanna Cassidy special 2-part abortion episode major problems own--is show falls apart. simply believe people put guy told heart gold mesh reality situation. anything, isn't even dramedy. badly plotted, conceived, executed premise moments overall met fate deserved. Someone guts go make good idea, execution haphazard looks like weirdly scripted version Jerry Springer show someone abused tyrant we're supposed root told to. show like requires deft touch actors could provided easily, somehow aren't able to. that's fatal error really killed program.<br /><br />Chalk show infancy. Regardless, show worth watch. really screwed trying aim stars, made whole enterprise could been.",0
9282,"""Night Living Homeless"" fairly strong finish first half Season 11. Obviously parody various zombie movies, notably Dawn Dead, episode parallels homeless living dead, creatures feed thrive spare change rather brains.<br /><br />Kyle blamed sudden mass outbreak homeless people he, goodness heart, gives $20 homeless man front house. homeless people begin infiltrate South Park, town completely overrun them. strong Randy Marsh episode, assumes role shotgun-wielding leader adults take refuge roof Park County Community Center. Randy makes community center, accosted hundreds homeless people hilariously screaming ""I don't change!!"" Unfortunately, refugees end losing Gerald Broflofski homeless, tries escape catching bus town, unwittingly tosses away change bus distract homeless people. becomes one them, asking everyone change.<br /><br />The boys attempt find many homeless people South Park, find man director homeless studies. find nearby city Evergreen used similar problem homeless, escape Evergreen find solve problem. Unfortunately, homeless people break man's house, attempts take easy way shooting himself. However, fails several times, shoots jaw, eye, chest, neck, shoulder, screaming horribly finally dies. scene may funnier similar scene happened ""Fantastic Easter Special"" two weeks ago.<br /><br />Meanwhile, member refugees discovers due homeless problem, property values nosedived, thus bank foreclosed house, making homeless. Randy immediately turns him, holding gun man's head. man finally begs others bucks help out, Randy pulls trigger.<br /><br />In Evergreen, boys find citizens town sent homeless South Park, passing homeless town town happens country. boys modify bus leads homeless South Park takes way Santa Monica, California.<br /><br />The zombie movie parallels great Randy Marsh lines make one definitely re-watchable. 8/10",1
16201,"start wooden acting film disaster. grown NY tell film insult anyone familiar community people. I'm even defender culture way found Hollywoodized piece trash fit fictional, ridiculous culture presentation language anyone watches Seinfeld knows inaccurate. colossal waste time and, even worse, exactly interesting since outcome obvious scenes confrontation laughably bad. acts way? Nobody.<br /><br />The writer's name sounds Israeli something nature clear doesn't clue subject writing about. Looking bio, shocking lived New York wonder much real connection community. Even mediocre films like ""A Stranger Among Us"" better closer truth dreck. Reading guy's credits it's wonder written scripts C grade films somehow feature stars. shocking. Perhaps knows someone script even par bad Dolph Lundgren film.",0
4181,"movie good! Despite Carmen Electra, one better films seen awhile. Jamie Kennedy amazing, Loren Dean plays insane spoiled movie star well. plot great well. It's real scary. says it's drama, one damn funniest dramas ever seen. Go check out.",1
4164,"Blade Runner (Deckard Replicant!), <br /><br />City Lost Children (augmented senses whatever used abused mostly, well, giving us far less might dream of), and<br /><br />Dark City: <br /><br />These really ought added.<br /><br />For now, I've waiting animated film might affect much Miyazaki's stuff has. one 1st.<br /><br />Hmm, scratch ""animated"" part that.<br /><br />I intense love-hate relationship film noir and, hey, don't leave, must mostly love, right? But, many sci-fi noir themes totally submerged film it's wonder watch.<br /><br />These people incredible job!",1
8414,"remember pretty low regard venture like first released. James ""Not Jim"" Belushi, hammy kid actress, cheesy title John Hughes formula. couldn't paid see 15 years ago. But, got caught watching wasting away Sunday afternoon, hits couple levels. fairy tale (part Pretty Woman, part reverse Pretty Woman), vulnerable, Elizabeth_Perkins_in_Miracle_On_42nd_Street -like performance Kelly Lynch, escapism. all, gently pulls nice strings. It's pretty hard fall story, develop crush Kelly Lynch, identify James Belushi, dislike stiff bad guy boyfriend, laugh Curley Sue lines. ups downs, happy ending, kind message want hear. Go ahead, waste time movie, it's worth it.",1
17237,"haven't seen ZOMBIE BLOODBATH, haven't. contest like 'make horror movie one day' could possibly come entry outrage insult viewer's intelligence. Mr. Sheets forgot story, plot, proper dialog, fact people need BASIC acting talents credited lighting designer obviously forgot show up. seems recorded crummiest handycams, copied even worse equipment. Make-up effect consist black mascara zombies yoghurt poured people's heads order simulate skin melting. nothing home-movie, really bad one well. fun watch friends, familymembers neighbours willing show filming. cannot life understand mockery product listed serious film magazine website - home-movies wedding parties way better interesting. total waste time, money energy. sequel ZOMBIE BLOODBATH II rubbish.",0
20431,"first deserves 5 stars due acting (some would give better subjective opinion objective one giving one, WELL DESERVED, star) know facts used actor(S) NAMES increase rating something like this...<br /><br />i problem productions; yet another attempt (just like ""untraceable"") systematic propagandistic feature promoting government intrusion rights( interesting comes moment IPS providers trying ""preferentiate"" = CENSOR information, Americans Canadians fighting moments). time labeling torrent file transfers evil ( one intended remind feeling whenever transfer data net), literally attempting creating sexual frustrated population whole. SEEMS LIKE FEAR PROMOTION HOLLYWOOD'S NORM DAYS, especially coming thrillers ""on demand"" motion picture genre past 2 decades = viewed, best way try influence society whole. levels violence depicted 2 features morally ""ethical"" people, gives new much needed meaning ""anti-heroes"" figures. make mistake , ""DEXTER"" meant high-quality entertainment.STOP SELLING ""FEAR"" please, world would better place without dollars made it.<br /><br />the opening scene generally first 10 minutes really give frightful picture Erroll Babbage CLEARLLY suffering sexual frustration. way handles black male disturbing outright racist(for sure ""cliche"" least) ( real life someone would probably get beating it, see mean). second scene ( Claire Danes's character present) even extreme. point realized, opinion Erroll Babbage dangerous individual people around him.how many people, seen see movie, never ""hold down""(regarding sexes) self, COMMON gratification!?.typically movie gives extreme CRIMINAL case(that unfortunately did, likely happen sometime , somewhere) fingers everyone else indirectly well ""you could become that"", etc. anyone familiar Sigmund Freud Jung know well sexuality something judged let alone ""asses"" , fanatical ""hero"" here. SAFE sex many forms healthy evil apparently Richard Gere character obsessed , way sexual ""crusade"". learned anything abundant recent scandals involving priests young boys!? long American teenager see extreme violence ""pg-13"" even see woman breast ""R-18""!?!?( yet industry targets sexual perversions like ""american pie"" series example).raise kids tester-one levels frustrate drive underground developing fetishes UNhealthy EXTREMES!? sexual activities(upon MUTUAL acceptance) integrates individuals better ""rightous"" nut-case, blames misfortunes shortcomings ""the lives others""( new German movie would work great comparing 2 distinct world apart features subject).here, like movie, probably appreciate actors well portraying opposite been.<br /><br />i disappointed Richard Gere especially recent "" hunting party"", feature really shines realistic ""hero""( real facts well).but reminds people actors get paid play someone's political social agenda. ""the flock"" ""untraceable"" 2 heads hidden beast)))it reminds you, know anyone similar views subject WHOLE, Erroll Babbage here, stay clear safety.they would kill family faster 0.00001 chances Paul Jerrod anyone's life would...<br /><br />in end recommend anyone thinking negative ""assesment"" particular movie ( ""untraceable"" actually), likely similar thoughts did. nothing sweeter propagandistic movie shooting ""foot"".))))for agree rating, feature teenagers kids; simply best would confuse even ""common"" belief ""money+fame+fashion"" relates sexuality. ""scream"" series movies LEAST defined entertainment value(even dumb one opinion). one another ""trust know good you"" deeply (not well done might add) subliminal messages.",0
22309,"Fairly interesting exploitation flick black white written David F. Friedman. lead actress Stacey Walker well-cast strangely attractive. resembles deranged Renee Zellweger bad hair-do. chick made two films moved back Texas. music terrible. One boyfriends played Sam Melville (from TV show ROOKIES) using different name.<br /><br />Best line film Tony - ""Are putting on, doll? None chicks put on"". Good B/W cinematography Laslo Kovacs (EASY RIDER & TARGETS & many others). Good locales (cool swimming pool, also used DEFILERS). Strange ending fitting. 4 10. Best performance Stacey Walker.",0
8061,"Tigerland follows lives group recently drafted men army called fight Vietnam 1971.<br /><br />At point, America knows fighting loosing battle, director takes us 16mm handheld documentary shot film lives several recruits 'Tigerland' training camp Louisiana.<br /><br />The film character study real plot, focuses key character Roland Boz, dissabordinate yet intelligent man, wants escape camp. taken several characters unit waiting story unfold.<br /><br />I'd say great story Vietnam importantly army general.. Great acting, memorable. Also directors use film style works well, cause looks lot like old film footage always see regarding Vietnam. great see film shows infighting problems significant problems fighting battle. particular scene Boz walks away training mission instructor showing use radio torture device sums everything war nutshell... it's futility.<br /><br />Fantastic film. Nam individuals decide morally right 'in army'.<br /><br />Rating 9 10.",1
8065,"apparently one Shemp's first shorts Stooges. (This excludes much earlier vaudeville years team). threesome's comedic timing honed best here. Aside intense slapstick scenes, others subtle, funny. Watch Larry Shemp asks look camera snapshot. watch real object prompting Moe's exclamation, ""Oh...highly polished mahogany!""<br /><br />Emil Sitka bewildered goofiest. goon may look scary, he's somehow funny. seems frustrated perplexed Stooges ""regular"" people shorts.<br /><br />For Shemp aficionados, must episode. won't disappoint.",1
15835,"already disappointing ""Final Conflict"", series hits rock-bottom weak fourth entry. least third film tried (unsuccessfully) continue story Damien, one simply rehashes copies ideas ""Omen"" (animals afraid Antichrist, death one man similar death photographer first film). looked exciting creative looks dumb here. little girl looks simply like spoiled kid.",0
21719,"First foremost, loved novel Ray Bradbury. It's kind horror gets skin sticks later. one best books, with, know, Fahrenheit 451 Dandelion Wine. hoping movie would right. lots chances, great cast, like Jason Robards Jonathn Pryce. Bradbury even wrote script himself. top that, PAM GRIER!<br /><br />How could fail?<br /><br />There may spoilers within.<br /><br />First all, dumbed down. Much horror book lost Bradbury must forced keep violence minimum. visuals book...gone. Everything made squirm...gone.<br /><br />And there's acting. Like lot movies Disney threw 80s, kids movie cannot act. And, bugged lot, neither looked 13 9 10. strong friendship wasn't addressed. like acquaintaces. <br /><br />You'd think Jason Robards Jonathan Pryce could pull roles Mr. Halloway Mr. Dark. it's like don't care. want somehow pay mortgage something. far best performances. <br /><br />Pam Grier fine witch, charecter Dust Witch wasn't well pulled off. She's lot less evil doesn't presence book. <br /><br />And everything left book. ballon night chase, marking Jim's house, real death Mr. Dark, happened Mr. Coogan merry-go-round, fate lightening rod salesman, real death witch, oh much more. <br /><br />And special effects bad, even 80s. merry-go-round doom one thing superimposed horses going around wasn't really creepy, weird green mist really nothing anything. <br /><br />I could keep going movie ripped apart original novel, makes blood boil. Don't see movie read book. It's classic Bradbury.",0
15988,"movie lame, lame, lame. build up! let down. form, substance. terrible waste talent time. Would recommend husband's dog, watch anything.",0
8525,"Galaxy Express 999 (Ginga tetsud?Ÿ?? Three-Nine). Made 1979. Directed Rintaro. Based original work Leiji Matsumoto.<br /><br />What little know history GALAXY EXPRESS 999, first published popular manga 1970's created Leiji Matsumoto. GE999 set Star Wars-type space universe Matsumoto's famous space manga: CAPTAIN HARLOCK. fact space pirate Harlock characters manga (including Queen Emeraldas Tochir?Ÿ?? Oyama) make appearances GE999. GE999 success manga soon followed also popular anime series included 100 episodes. aired 1978. year later came anime film, isn't sequel series, summaries main points story two hours long movie. <br /><br />The story set unidentified Star Wars-type future journeying different planets become possibility. People future mechanical bodies live hundreds years, maybe even forever. protagonist, Tetsur?Ÿ?? Hoshino, young boy witnesses cruel Count Mecha, whose entire body made mechanical parts, kills Tetsur?Ÿ??'s mother. Tetsur?Ÿ?? swears revenge convinced achieve mechanical body. obtain must travel far-away planet space train Galaxy Express 999. However, since Tetsur?Ÿ?? comes poverty, money obtain expensive ticket. chance coincidence meets beautiful young woman, Maetel, bears resemblance dead mother. Maetel offers ticket Tetsur?Ÿ?? condition accompanies journey. journey begins?? <br /><br />I first saw film last October, six months now, yesterday. feel must first tell thing bothered film: seems rushed. expect 2 hours long movie tries tell main points 100 episodes long series? Whatever case, situations change fast speed Tetsur?Ÿ?? meets important characters story mostly pure chance. feel makers either left something include extra 30 minutes. <br /><br />However, there's arguing GE999 deserved place anime classic. animation itself, faithful style Matsumoto's manga, detailed beautiful watch. Even almost 30 years release animation become ""out date"" puts many later anime films shame. music film enjoyable listen even somewhat ""old"" day (it 70's all). heard English dub film comment Japanese audio good. Voice actors give life characters, memorable ones Masako Nozawa (mainly known voice Goku entire Dragon Ball saga) excited young Tetsur?Ÿ??, Masako Ikeda calm mysterious Maetel. supporting characters left shadows, also life own, memorable waitress Claire. <br /><br />The story suitable looking entertainment couple hours, well try find deeper messages. GE999 entertaining adventure film also seen Tetsur?Ÿ??'s journey boyhood manhood. whole film told point view, forced feel feels. think many people relate Tetsur?Ÿ??, despite fantasy elements, realistic character: young, hot headed, awkward naive. follow starts see differences humans machines come conclusion whether wants mechanical body not. Maetel hand stays mystery film even end, reveals really is, doesn't much answer anything. Maetel seen dream growing young man, always close reach. <br /><br />It's strange yet beautiful relationship Tetsur?Ÿ?? Maetel still awakes talking questions, fascinates decades. People argued relationship two friends, mother son, two possible lovers (which wakes lot critique since Maetel's age unknown Tetsur?Ÿ?? hasn't even reached puberty yet). Without means sound deep, think best term describe ""soul mates"". question two feel devotion, caring love others, yet goes beyond friendship, family lovers. think relationship would stuffed categories, would take something whole film characters. ending scene, even already know going happen, still touching memorable.<br /><br />All all, despite rushing plot corny scenes, GALAXY EXPRESS 999 holds place anime classic amongst films like Katsuhiro Otomo's AKIRA (1988) Mamoru Oshii's GHOST SHELL (1995). film directed Rintaro, previous experience Leiji Matsumoto's works worked CAPTAIN HARLOCK series. Later Rinatro directed wonderful looking METROPOLIS (2001) also questions difference humans machines. <br /><br />GALAXY EXPRESS 999 (1979) classic seen least every anime fan.",1
8207,"watched episode often TFTC episode, enjoyable. quite scary, good, ghoulish fun. woman kills 2nd husband runs problem escaped maniac ragged Santa Claus outfit decides pay little girl visit moment. Mary Traynor, seem remember SNL TV comedy skit show, evil wife, Larry Drake plays lunatic dingy Santa outfit. forgotten Santa played Drake years. Santa unstoppable force quite frightening times. probably guess Santa finally gets house. episode played laughs, also pretty intense times.",1
4707,"I've read number reviews film say ""What wrong people?!?!"" excellent film! thought film superb start finish story extremely well told. I'm convinced people didn't like film weren't paying good attention film. number important scenes aren't paying attention confused following scenes may make sense. urge anyone didn't like film watch watch alone truly pay attention. story made perfect sense said, well told. Every scene film point everything fits together end film.<br /><br />All actors fantastic job! Sean Connery good role always. Laurence Fishburne superb Tanny Brown, playing interesting character. Kate Capshaw nice touch well, looks fantastic. Blair Underwood pleasant surprise, didn't really expect anything great him, pulled great performance. Ed Harris real gem film. plays truly sick individual really makes see disturbed character is. Watch eyes scenes, superb!!! Also, young Scarlett Johansson (as Kate) one first roles...not bad place start. Excellent cast film!<br /><br />I would strongly recommend film anyone likes cast members likes thrillers. great film seen. Don't listen people's opinions, go see movie come conclusions. hope see film, hope enjoy much do. Thanks reading,<br /><br />-Chris",1
20404,"Filmed documentary style, pretty well tell participants coached. recently divorced wannabe film maker(Myles Berkowitz)sees chance liven love life step movie biz time. intends make documentary piece finding love filming twenty dates including ramifications. comedy spotty best; rest mishap mishap. Also taking part Richard Arlook, Robert McKee enticing Elisabeth Wagner. Trying credibility fetching Tia Carrere talked cameo. suffice handbook get satisfactory date.",0
17241,"movie maybe one boring movies 2000 seen! Especially music fails create suspense people suddenly disappear. Also aspects martial law treated necessary seriousness. story problems: UN could never take power world since United States alone would allow nations China, Russia, Japan, etc. would either. would also play someone trying take world Nicolae Carpathia does. reminds James Bond movies, action! Naturally movie made Christians Christians may enjoy it. Since cannot count Christian find whole idea ludicrous. prophecy furthermore seems be, believed true, dangerously close prophecies cults end world. fear possibility make life good possible Earth without",0
6449,"particular episode Smallville probably best episode air since reunion. many reasons. example, takes series back it's roots. welcomes back Lionel supposedly long absence, Luthorcorp plaza office Metropolis. room hasn't smallville long time, seeing brings back many memories smallville's past. mention, Lionels conversations Lex always admirable.<br /><br />Another pleasant return is, well uv guessed it, Bart Allen(aka Impulse), AC(aka Aquaman) Victor Stone(aka Cyborg). Steven Deknight reunite former justice leaguers, blends Smallville formula unique way, almost feels like feature length movie.<br /><br />From get basic story, Green Arrow forms league, attempts blow 33.1, Bart gets captured, Clark saves him, facility blown kingdom com. good graceful, good mix stealth, action, pace suspense. Oh, Cyborg cool new upgrades true justice league character :).<br /><br />The music probably makes episode work well. remember correctly, first episode Steven Deknight directed Agless Season 4. mediocre episode, something felt place. maybe music, acting, fact clark sais end ""we didn't find you, found us"", kind made people lose faith formula. thankfully Steve Deknight redeemed Justice episode.<br /><br />I quivvles Justice made fall short full 10. First all, far cheesy exit justice league Ridge facility expolsion. mean would soo much cooler say Green Arrow Cyborg took Oliver's bike (rememeber arrow episode). Clark Impulse obviously ran, aquaman swam via another route. soo incredibly cheesy, nocked 2 points full 10.<br /><br />Secondly, another cheesy moment, bad first, Green Arrow sais ""let's go save world"". made cringe. all, judging acting performances, music, direction production values, pros outweigh cons, still one best episodes smallville history, maybe 2nd best episode season 6.<br /><br />7 10...",1
16973,"recently viewing pleasure watch hilarious comedy Bachelor Party, one new favorite comedies, laughed hurt type movies. naturally wanted see sequel, hoping would laughs, instead Bachelor Party 2: Last Temptation made American Pie generation it's tasteless defeats hole purpose first film. Yeah, first film nudity, doesn't show every single scene. Also plot exactly first, it's always complaint me, could little original. thing I'm glad least old actors original appear movie, would cheesy really silly looking.<br /><br />Ron Melinda engaged, 2 months dating, everyone it. Melinda rich family, they're pretty happy Ron, Melinda's brother, Todd scared Ron take job. go weekend Miami bachelor party Todd going make sure he'll trap Ron picture make Melinda change mind marriage.<br /><br />Bachelor Party 2: Last Temptation couple laughs there, fails deliver first film accomplished. guys, Ron's friends, obnoxious likable, except Seth, kinda funny. likable characters Seth Ron Melinda, everyone else less gets nerves. wanna watch film? watch Girls Gone Wild, it's thing doesn't try pretend it's film. Stick original Bachelor Party, that's movie that's going get tears laughter.<br /><br />3/10",0
5575,"want vision Chaplin limited lovable tramp get belly laughs pathos, watch something else. If, however, love slapstick comedy performed one best, watch one.<br /><br />The image tramp really cannot get girl. spots another couple kissing park bench, blast ruining fun.<br /><br />This one Chaplin's ""park comedies,"" filmed Mack Sennett's park, pickpockets cops couples. shorts work, format allows Chaplin shine weaves predicaments.<br /><br />I checked box, could considered spoiler, though it's you've seen films. Everyone ends pond except Chaplin. gets girl, case played Minta Durfee, a.k.a. Mrs. Roscoe ""Fatty"" Arbuckle.",1
6073,"Truly 'heart-warming' film. George Peobody Award, winning ""Roots"", may tell something essence film. looking Internet order movie since former father-in-law, Eugene Logan, co-writer film deceased years longer opportunity receive information him. would love grand-daughters, daughters, see film, well pass wonderful story great-grandsons. oldest daughter seven years old time aired television since looking forward seeing again. One friends said favorite movie. won't 'spoil' movie you.",1
21362,"Reasons watch movie:<br /><br />1) Bo Derek 16 looks good occasionally gets naked. pretty good job playing immature, insecure 16 year old beauty, fact<br /><br />2) Many shots pretty Greek island<br /><br />But:<br /><br />1) Peter Hooten turns worst performance actor since Brutus played Caeser's friend ""Roman Senate Proceedings March 15."" delivers every line delightful baritone bellow. Turn volume whenever speaks. Preferably way down<br /><br />2) Bo's fantasies sadly tame, especially today's standards. turns bath fully clothed model<br /><br />3) plot skimpier Bo's costumes",0
18501,"Comeback starts looking promising, brutal death scene mask wearing killer. mask pretty cool too, looks almost identical one used 1990's slasher film ""Granny"". film mostly boring. get deaths, good, there's enough them. reason deaths good frenzied bloody. story behind film actually rather interesting would worked well boring part. <br /><br />I would avoid unless you're die-hard collector - there's enough even make average slasher flick.",0
